                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     83,                0.59651,                0.46157,                0.96778,                0.87143,                0.82446,                0.86334,                0.68994,                0.80622,                0.60559,                 1.1058,             0.00018007,             0.00018007,             0.00018007
                     84,                0.59323,                0.45794,                0.96449,                0.88519,                0.81934,                0.86836,                0.69386,                0.80762,                0.59275,                 1.1057,             0.00017107,             0.00017107,             0.00017107
                     85,                0.59115,                0.46081,                0.97032,                0.84625,                0.85194,                0.87048,                0.69723,                0.80576,                0.59054,                 1.1084,             0.00016207,             0.00016207,             0.00016207
                     86,                0.58474,                0.44555,                0.96231,                0.86356,                 0.8361,                0.86723,                 0.6927,                 0.8011,                0.58764,                 1.1071,             0.00015308,             0.00015308,             0.00015308
                     87,                  0.579,                   0.44,                0.95947,                0.85883,                 0.8396,                0.86605,                0.69403,                 0.8035,                0.58792,                 1.1073,             0.00014408,             0.00014408,             0.00014408
                     88,                0.57373,                0.44151,                0.95767,                0.86957,                0.82628,                0.86378,                0.69638,                0.79718,                0.59301,                 1.1086,             0.00013508,             0.00013508,             0.00013508
                     89,                0.56778,                0.43578,                0.95807,                0.88567,                0.82022,                0.86446,                0.69199,                 0.7997,                0.59332,                 1.1081,             0.00012608,             0.00012608,             0.00012608
                     90,                0.56633,                0.42841,                0.95531,                0.88539,                0.81492,                0.86424,                0.69054,                0.80581,                0.59448,                 1.1127,             0.00011708,             0.00011708,             0.00011708
                     91,                0.51078,                0.32723,                  0.911,                0.85539,                0.83557,                0.86098,                0.69122,                  0.799,                0.59102,                 1.1142,             0.00010808,             0.00010808,             0.00010808
                     92,                0.49366,                0.31398,                0.90142,                0.86908,                0.83043,                0.86597,                0.69668,                0.79077,                0.58758,                 1.1061,             9.9081e-05,             9.9081e-05,             9.9081e-05
                     93,                0.49011,                 0.3159,                0.90277,                0.86366,                0.83339,                0.86133,                0.69314,                0.79265,                0.59163,                 1.1092,             9.0082e-05,             9.0082e-05,             9.0082e-05
                     94,                0.48125,                0.30489,                0.89741,                 0.8728,                  0.825,                0.86674,                0.69756,                0.79377,                0.59686,                 1.1087,             8.1083e-05,             8.1083e-05,             8.1083e-05
                     95,                0.47393,                0.30219,                0.89248,                0.87729,                0.82572,                0.87289,                0.70665,                0.78596,                0.58623,                  1.106,             7.2084e-05,             7.2084e-05,             7.2084e-05
                     96,                0.46822,                0.29861,                0.89145,                 0.8822,                0.82052,                0.87139,                0.70472,                0.78511,                0.59604,                 1.1051,             6.3085e-05,             6.3085e-05,             6.3085e-05
                     97,                0.46213,                0.29548,                0.88789,                0.87238,                 0.8311,                0.87095,                0.70434,                0.78482,                0.59748,                 1.1077,             5.4086e-05,             5.4086e-05,             5.4086e-05
                     98,                0.46442,                0.29448,                0.89254,                 0.8701,                0.83489,                0.86914,                0.70436,                0.78677,                0.60006,                 1.1117,             4.5086e-05,             4.5086e-05,             4.5086e-05
                     99,                0.45892,                0.29291,                0.88875,                0.86461,                0.83681,                0.87172,                0.70417,                0.78597,                0.59474,                 1.1101,             3.6087e-05,             3.6087e-05,             3.6087e-05
                    100,                0.45517,                 0.2903,                0.88983,                0.86362,                0.83987,                0.86823,                 0.7025,                0.78463,                0.58904,                 1.1125,             2.7088e-05,             2.7088e-05,             2.7088e-05
