                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     64,                0.68833,                0.54808,                 1.0099,                0.85788,                0.82599,                0.86802,                0.67398,                0.83744,                0.63136,                 1.1108,             0.00035106,             0.00035106,             0.00035106
                     65,                 0.6781,                 0.5389,                 1.0085,                 0.8716,                0.82399,                0.87031,                0.68392,                0.84263,                0.63489,                 1.1225,             0.00034206,             0.00034206,             0.00034206
                     66,                0.67396,                0.53578,                  1.005,                0.85229,                0.82903,                0.86277,                0.67761,                0.83676,                0.64127,                  1.122,             0.00033306,             0.00033306,             0.00033306
                     67,                0.66777,                 0.5319,                 1.0004,                0.85605,                 0.8228,                0.86334,                0.67541,                0.82401,                 0.6315,                 1.1046,             0.00032406,             0.00032406,             0.00032406
                     68,                0.66957,                0.52802,                0.99938,                0.85016,                0.82601,                0.86636,                0.68368,                0.82118,                0.63798,                 1.0974,             0.00031506,             0.00031506,             0.00031506
                     69,                0.65567,                0.51174,                0.99529,                0.85897,                0.81667,                0.86689,                0.68121,                0.83278,                0.62675,                 1.1073,             0.00030606,             0.00030606,             0.00030606
                     70,                0.65658,                0.52435,                 1.0019,                 0.8464,                0.83153,                0.86619,                0.67956,                0.83224,                0.63114,                 1.1082,             0.00029706,             0.00029706,             0.00029706
                     71,                0.65379,                0.51072,                0.99478,                0.84944,                0.84382,                0.87173,                 0.6891,                0.81703,                0.62033,                 1.1014,             0.00028806,             0.00028806,             0.00028806
                     72,                0.64337,                0.50271,                0.98904,                0.88286,                0.80635,                0.86331,                0.68519,                0.81874,                0.63486,                 1.1039,             0.00027906,             0.00027906,             0.00027906
                     73,                0.64188,                0.50276,                0.98376,                0.85948,                0.82834,                0.86317,                0.68027,                0.82859,                0.62426,                 1.1313,             0.00027006,             0.00027006,             0.00027006
                     74,                0.63702,                0.50358,                0.99022,                0.86515,                0.82491,                0.86634,                  0.685,                0.81645,                0.62724,                 1.0996,             0.00026106,             0.00026106,             0.00026106
                     75,                0.63058,                0.49173,                0.98593,                0.87094,                0.81654,                0.86104,                0.68689,                0.81158,                0.62592,                 1.1092,             0.00025207,             0.00025207,             0.00025207
                     76,                0.62131,                0.49261,                0.97701,                0.86163,                0.83292,                0.86615,                0.68628,                 0.8145,                0.62869,                 1.1061,             0.00024307,             0.00024307,             0.00024307
                     77,                0.61671,                0.48096,                0.97819,                0.87992,                0.81984,                0.86513,                0.68639,                0.81396,                0.62715,                 1.1089,             0.00023407,             0.00023407,             0.00023407
                     78,                0.62053,                0.48548,                0.97911,                0.85699,                0.84118,                  0.871,                0.69575,                0.80329,                0.62973,                 1.1067,             0.00022507,             0.00022507,             0.00022507
                     79,                0.60826,                0.47103,                0.97382,                0.86528,                0.83451,                0.87207,                0.69834,                0.80787,                0.61321,                 1.1102,             0.00021607,             0.00021607,             0.00021607
                     80,                0.59719,                0.46033,                0.96764,                0.86764,                0.82752,                0.86753,                0.69206,                0.81438,                0.62298,                 1.1111,             0.00020707,             0.00020707,             0.00020707
                     81,                 0.5978,                0.46015,                0.96712,                0.86543,                0.83442,                0.86095,                0.68473,                0.81491,                0.63311,                 1.1145,             0.00019807,             0.00019807,             0.00019807
                     82,                0.59276,                0.45232,                0.96424,                0.87536,                0.82336,                0.86739,                0.69444,                0.80787,                0.63064,                 1.1143,             0.00018907,             0.00018907,             0.00018907
                     83,                 0.5882,                0.45499,                  0.964,                0.85053,                0.83927,                0.86576,                0.69176,                0.81133,                0.62837,                 1.1233,             0.00018007,             0.00018007,             0.00018007
                     84,                0.58521,                0.45089,                0.96031,                0.84448,                 0.8478,                0.86843,                0.69222,                0.80783,                0.62742,                 1.1265,             0.00017107,             0.00017107,             0.00017107
                     85,                0.58438,                0.44611,                0.96491,                0.88731,                0.80473,                0.86918,                0.69591,                0.80007,                0.63059,                 1.1132,             0.00016207,             0.00016207,             0.00016207
                     86,                0.57622,                0.44865,                0.96123,                0.86401,                0.82174,                0.86727,                 0.6945,                0.80343,                 0.6202,                 1.1098,             0.00015308,             0.00015308,             0.00015308
                     87,                  0.571,                0.43919,                 0.9571,                0.87078,                0.81568,                0.86468,                0.69656,                0.81669,                0.63876,                 1.1273,             0.00014408,             0.00014408,             0.00014408
                     88,                 0.5707,                0.44168,                0.95857,                0.86033,                0.83869,                0.86523,                0.68867,                0.81323,                0.62719,                 1.1333,             0.00013508,             0.00013508,             0.00013508
                     89,                0.56072,                0.43369,                0.95244,                0.87618,                0.82339,                0.86145,                0.68876,                0.81166,                0.64291,                  1.136,             0.00012608,             0.00012608,             0.00012608
                     90,                0.56179,                0.43019,                0.95713,                0.86856,                0.81936,                0.86431,                0.69326,                0.81287,                0.64512,                 1.1315,             0.00011708,             0.00011708,             0.00011708
                     91,                0.50357,                0.33014,                0.90702,                0.85769,                0.83559,                0.86355,                0.69183,                0.81192,                0.61594,                 1.1354,             0.00010808,             0.00010808,             0.00010808
                     92,                0.48953,                0.31898,                0.90246,                0.86504,                0.83109,                0.86616,                0.69722,                0.81459,                0.62944,                 1.1333,             9.9081e-05,             9.9081e-05,             9.9081e-05
                     93,                0.48626,                0.31448,                0.90464,                 0.8722,                0.83138,                 0.8663,                0.69893,                0.80712,                0.63372,                 1.1312,             9.0082e-05,             9.0082e-05,             9.0082e-05
                     94,                0.47603,                0.30751,                0.89714,                0.88199,                0.82694,                0.86777,                0.69935,                0.80435,                0.62628,                 1.1291,             8.1083e-05,             8.1083e-05,             8.1083e-05
                     95,                0.46961,                0.30204,                0.89429,                0.87903,                 0.8342,                0.86858,                0.70215,                0.79881,                0.63056,                 1.1198,             7.2084e-05,             7.2084e-05,             7.2084e-05
                     96,                0.46272,                0.30179,                0.88809,                0.87551,                0.83022,                0.86982,                0.70176,                0.80227,                0.62608,                 1.1235,             6.3085e-05,             6.3085e-05,             6.3085e-05
                     97,                0.46323,                0.30142,                0.89222,                0.86998,                0.83252,                0.86774,                0.70334,                0.79994,                0.62703,                 1.1232,             5.4086e-05,             5.4086e-05,             5.4086e-05
                     98,                0.45262,                0.29377,                0.88681,                0.87824,                0.83331,                0.86738,                 0.7046,                0.79942,                0.62533,                 1.1258,             4.5086e-05,             4.5086e-05,             4.5086e-05
                     99,                0.44906,                0.28971,                0.88344,                0.87234,                 0.8379,                0.86699,                0.70309,                0.80085,                0.62812,                 1.1285,             3.6087e-05,             3.6087e-05,             3.6087e-05
                    100,                0.44397,                0.28548,                0.88257,                0.87489,                0.83324,                 0.8663,                0.70258,                0.79666,                0.63174,                 1.1295,             2.7088e-05,             2.7088e-05,             2.7088e-05
